,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
966,Zetwerk,2018,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,Innoven Capital,2200000,Venture - Series Unknown,2020
967,CureSkin,2017,Bangalore,HealthTech,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,SenseAI Ventures,500000,Venture - Series Unknown,2020
968,WizKlub,2018,Bangalore,EdTech,Helps students solve problems at complex level,Incubate Fund India,982530,Seed Funding,2020
969,Interviewbit,2014,Pune,EdTech,Platform that provides coding and interview preparation course by industry professionals from tech companies,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000,Series A,2020
970,MoneyTap,2016,Ahmedabad,FinTech,App-based consumer credit line that gives customers access to credit on tap.,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200,Series B,2020
971,Uniplatform Tech,2015,Delhi,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,"Frontline Strategy Finds, SucSEED Venture Partners LLP",3000000,Venture - Series Unknown,2020
972,INdwealth,2016,Gurugram,FinTech,An Artificial Intelligence and Machine learning based wealth management platform,"Tiger Global, Steadview Capital, DF International Private Partners",12000000,Series C,2020
973,Bizongo,2015,Mumbai,Marketplace,A B2B marketplace for packaging materials,Schroder Adveq,30000000,Series C,2020
974,AppsFlyer,2011,Bangalore,SaaS,Mobile marketing analytics and attribution platform,General Atlantic,210000000,Series D,2020
975,Digit Insurance,2016,Bangalore,Insurtech,General Insurance Company,"A91 Partners, Faering Capital, TVS Capital",84000000,Venture - Series Unknown,2020
976,LIVSPACE,2014,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Tahoe Investment Group, Mercer Investment",60000000,Series D,2020
977,GetVantage,2016,Mumbai,FinTech,Revenue based finance provider,"Samyakth Capital, Venture Catalysts",3000000,Seed round,2020
978,Konfinity,2018,Noida,EdTech,Provides online coding courses,Angel investors,3000000,Venture - Series Unknown,2020
979,Pine Labs,2016,Noida,FinTech,Retail payment and hardware company,Mastercard,3000000,Venture - Series Unknown,2020
980,Instoried,2016,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,"SOSV, Chinaccelerator",3000000,Venture - Series Unknown,2020
981,Nupay,2016,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Venture Catalysts,3000000,Venture - Series Unknown,2020
982,LogiNext,2016,Ahmedabad,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Tiger Global, Steadview Capital",39000000,Series B,2020
983,Samosa Singh,2016,Bangalore,Food,Offers hygienic Indian Snacks,She Capital,2700000,Series A,2020
984,Crysta,2018,Delhi,HealthTech,Offers diagnostic and screening services with regular counselling and clinical data management,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400,Pre-series A,2020
985,Eupheus Learning,2017,New Delhi,EdTech,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,4300000,Series A,2020
986,Bounce,2014,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",105000000,Series D,2020
987,Park+,2016,Bangalore,Techonology,It is engaged in bringing digitization in parking,"Sequoia Capital, Matrix Partners India",11000000,Venture - Series Unknown,2020
988,Goodmylk,2017,Bangalore,Dairy,Provides Vegan dairy products,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000,Seed round,2020
989,SmartKarrot,2019,Gurgaon,SaaS,It tracks customers’ real-time digital behaviour,Angel investors,1000000,Venture - Series Unknown,2020
990,Skylo,2017,Mumbai,IoT,Provides affordable and ever present network that connects machines or sensors,SoftBank Group,103000000,Series B,2020
991,Tea Trunk,2013,Goa,Beverage,Global premium tea brand,Angel investors,220000,Venture - Series Unknown,2020
992,Zoomcar,2013,Bangalore,Transport & Rentals,A car rental service platform,Sony Innovation Fund,30000000,Series D,2020
993,Mera Cashier,2019,Noida,FinTech,App meant for small and micro businessmen to manage their transactions digitally,"Amit Singal, Manish Aggarwal",250000,Seed round,2020
994,Samya AI,2019,Bangalore,SaaS,Revenue growth AI startup in the consumer packed goods (CPG) space,Sequoia India,6000000,Seed round,2020
995,Kristal AI,2016,Kolkata,AI,Provides Algorithm-based financial services,Chiratae ventures,6000000,Series A,2020
996,Invento Robotics,2016,Delhi,AI Robotics,Known for Mitra Series of Robots,"Windrose Capital, ITI Growth Opportunities Venture Fund",281300,Seed round,2020
997,Zimyo,2018,Gurugram,HR Tech,Automates everyday HR processes with integrated solutions,Yatra Angel Network (YAN),3000000,Venture - Series Unknown,2020
998,Sabse Sasta Dukaan,2016,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,Angel investors,3000000,Venture - Series Unknown,2020
999,Fitphilia,2016,Mumbai,HealthTech,Provides IoT-enabled treadmill,Angel investors,3000000,Venture - Series Unknown,2020
1000,Medicus,2016,Mumbai,HealthTech,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,12700,Venture - Series Unknown,2020
1001,Monech,2016,Mumbai,FinTech,Automated platform which will help users to take their financial decisions,Angel investors,12700,Seed round,2020
1002,Teach Us,2016,Mumbai,EdTech,Educational portal which enables the students to access information related to education at one common platform,Angel investors,12700,Seed round,2020
1003,Dealberg,2016,Bangalore,B2B marketplace,Deals in office supplies,Undisclosed,3000000,Venture - Series Unknown,2020
1004,Phenom People,2010,Mumbai,HR Tech,It redefines the means to search for a job and recruit top talent,WestBridge Capital,30000000,Series C,2020
1005,Extra Edge,2016,Pune,EdTech,Admission Marketing Automation software for the education industry,"Sprout Venture Partners, Indian Angel Network",700000,Pre-series A,2020
1006,Capital Quotient,2016,Bangalore,FinTech,Investment advisor,Undisclosed,600000,Venture - Series Unknown,2020
1007,Karfa,2016,Delhi,E-commerce,It sells products crafted by artisans,Undisclosed,25000,Seed round,2020
1008,Gamerji,2019,New Delhi,Gaming,Esports tournament platform,La Gajjar Group.,400000,Venture - Series Unknown,2020
1009,Bounce,2014,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",97500000,Series D,2020
1010,Zinier,2015,Bangalore,Automation,Provides intelligent field service automation,ICONIQ Capital,90000000,Series C,2020
1011,ProEves,2016,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,507000,Seed round,2020
1012,Toddle,2016,Bengaluru,Unknown,Collaboration and productivity platform for teachers across the world,Matrix Partners India,3000000,Venture - Series Unknown,2020
1013,Aesthetic Nutrition,2018,Gurugram,Food diet,Markets and sells chewable dietary supplements,DSG Consumer Partners,3000000,Pre-series A,2020
1014,Capital Float,2013,Bangalore,FinTech,Digital lending,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000,Venture - Series Unknown,2020
1015,Ninjacart,2015,Bangalore,B2B Agritech,Online grocery delivery platform,"Flipkart India, Singapore-based GEC3",10000000,Series C,2020
1016,TechnifyBiz,2017,Mumbai,B2B Agritech,Online marketplace for non-perishable food items,"Omnivore, Insitor Impact Asia Fund",2000000,Seed round,2020
1017,Wysh,2019,Hyderabad,E-connect,Celebrity engagement and wishing platform,Kalaari Capital,2000000,Series A,2020
1018,Keito,2016,Pune,AI,Enterprise productivity startup,Suma Soft Pvt Ltd,160000,Seed round,2020
1019,Klub,2019,Mumbai,FinTech,Provides growth financing to high-affinity brands,Sequoia Surge,2000000,Pre-seed Round,2020
1020,Aadhar,2017,Mumbai,E-commerce,Ayurveda wellness and lifestyle consumer brand,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000,Seed round,2020
1021,IncubateHub,2016,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Venture Catalysts,3000000,Venture - Series Unknown,2020
1022,Rage Coffee,2016,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Refex Capital,3000000,Venture - Series Unknown,2020
1023,Skilancer,2016,Noida,Technology,Solar module cleaning system [MCS] providers,Venture Catalysts,3000000,Venture - Series Unknown,2020
1024,Harappa Education,2016,New Delhi,EdTech,Provides online courses on foundational skills,James Murdoch-led Lupa Systems,3000000,Venture - Series Unknown,2020
1025,Rheo,2016,Hyderabad,Entertainment,Online e-sports streaming and community platform,"Lightspeed Venture Partners, Sequoia Surge",2000000,Venture - Series Unknown,2020
1026,Axio Biosolutions,2016,Bangalore,Medtech,Medical device manufacturer,Omidyar Network India,5200000,Series B,2020
1027,Techbooze,2016,Gurgaon,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Space Capital,15000000,Series A,2020
1028,PayMart,2015,Chandigarh,FinTech,Provides cardless cash withdrawals through small merchants shops,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000,Venture - Series Unknown,2020
1029,Testbook,2016,Mumbai,EdTech,Helps students prepare online for competitive exams,Iron Pillar,8400000,Series B,2020
1030,FabAlley,2012,Noida,E-commerce,Online fashion store,Trifecta Capital,1100000,Venture - Series Unknown,2020
1031,HaikuJAM,2016,Bangalore,Unknown,Creative writing mobile platform,"Lightbox. Social Capital, Dunce Capital",3400000,Venture - Series Unknown,2020
1032,Mamaearth,2016,Bangalore,E-commerce,Online baby and mother care brand,Sequoia India,18300000,Series A,2020
1033,Rentomojo,2014,Belgaum,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",GMO Payment Gateway,2000000,Venture - Series Unknown,2020
1034,Zomato,2016,Bangalore,FoodTech,Online food delivery and restaurant discovery platform,Ant Financial,150000000,Venture - Series Unknown,2020
1035,Byju,2011,New Delhi,EdTech,Provides online learning classes,Tiger Global,200000000,Venture - Series Unknown,2020
1036,Generico,2016,Mumbai,Pharmacy,Generic medicine focussed retail chain,Alteria Capital,1400000,Venture - Series Unknown,2020
1037,HighRadius,2016,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,125000000,Series B,2020
1038,Chai Kings,2016,Chennai,Beverage,It offers a range of tea in various flavour,The Chennai Angels (TCA),1000000,Venture - Series Unknown,2020
1039,Rivigo,2014,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,3400000,Series F,2020
1040,BuildPan,2019,Indore,SaaS,"It helps developers to test, integrate and deploy apps","HNIs in India, Japan, and the US",3000000,Seed round,2020
1041,Shiksha,2008,Delhi,EdTech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Mumbai Angels Network,181000,Venture - Series Unknown,2020
1042,Super Surfaces,2016,Hyderabad,Deisgning,A design solution based company,Vishnu Reddy,500000,Series A,2020
1043,Quicko,2016,Ahmedabad,Taxation,Online tax planning and filing platform,"Zerodha fintech fund, Rainmatter",280000,Venture - Series Unknown,2020
1044,Satin Creditcare,2016,Gurgaon,FinTech,A micro finance company,Austrian Bank,15000000,Venture - Series Unknown,2020
1045,Xpressbees,2015,Gurugram,Logistics,Provides end to end supply chain solutions,Alibaba,10000000,Venture - Series Unknown,2020
1046,FarmERP,2001,Pune,AgriTech,Smart agriculture management ERP software platform,TechnoGen,3000000,Series A,2020
1047,Wealth Bucket,2018,Gurugram,FinTech,An online platform for mutual fund investments,"NorthStar, Vinod Khatumal",3000000,Venture - Series Unknown,2020
1048,GoMechanic,2016,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000,Series B,2020
1049,Fashor,2017,Chennai,Fashion,Women’s fashion and apparel,Sprout venture partners,1000000,Pre-series A,2020
1050,Leverage Edu,2016,Delhi,EdTech,AI enabled marketplace that provides career guidance,"DSG Consumer Partners, Blume Ventures",1500000,Venture - Series Unknown,2020
1051,EpiFi,2016,Bangalore,FinTech,It offers customers with a single interface for all their financial and banking mandates,"Sequoia India, Ribbit Capital",13200000,Seed round,2020
1052,Purplle,2012,Mumbai,Cosmetics,Online makeup and beauty products retailer,Verlinvest,8000000,Venture - Series Unknown,2020
1053,Shuttl,2015,Delhi,Transport,App based bus aggregator serice,SIG Global India Fund LLP.,8043000,Series C,2020
1054,Pando,2017,Chennai,Logitech,Networked logistics management software,Chiratae ventures,9000000,Series A,2020
1055,Unbox Robotics,2019,Bangalore,AI startup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","BEENEXT, Entrepreneur First",1200000,Pre-series A,2021
1056,upGrad,2015,Mumbai,EdTech,UpGrad is an online higher education platform.,"Unilazer Ventures, IIFL Asset Management",120000000,Venture - Series Unknown,2021
1057,LEAD School,2012,Mumbai,EdTech,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"GSV Ventures, Westbridge Capital",30000000,Series D,2021
1058,Bizongo,2015,Mumbai,B2B E-commerce,Bizongo is a business-to-business online marketplace for packaging products.,"CDC Group, IDG Capital",51000000,Series C,2021
1059,FypMoney,2021,Gurugram,FinTech,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.","Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000,Seed,2021
1060,Urban Company,2014,New Delhi,Home services,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",Vy Capital,188000000,Venture - Series Unknown,2021
1061,Comofi Medtech,2018,Bangalore,HealthTech,Comofi Medtech is a healthcare robotics startup.,"CIIE.CO, KIIT-TBI",200000,Venture - Series Unknown,2021
1062,Qube Health,2016,Mumbai,HealthTech,India's Most Respected Workplace Healthcare Management Company,Inflection Point Ventures,3000000,Pre-series A,2021
1063,Vitra.ai,2020,Bangalore,Tech Startup,Vitra.ai is an AI-based video translation platform,Inflexor Ventures,3000000,Venture - Series Unknown,2021
